"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_207_9","campus: bring a weapon","bring a weapon","campus","","","normbank","8","normal","0.375"
"nb_4396_108","balcony: hang clothes over the edge","hang clothes over the edge","balcony","","","normbank","16","taboo","0.438"
"nb_4397_80","campsite: drink from the river","drink from the river","campsite","","","normbank","14","normal","0.5"
"nb_4398_25","art gallery: engage with people and answer their questions","engage with people and answer their questions","art gallery","","","normbank","19","taboo","0.474"
"nb_4399_101","racetrack: boo the national anthem","boo the national anthem","racetrack","","","normbank","5","taboo","0.6"
"nb_615_3","banquet hall: listen to music","listen to music","banquet hall","","","normbank","5","expected","0.6"
"nb_263_120","car dealership: make eye contact with someone","make eye contact with someone","car dealership","","","normbank","8","taboo","0.375"
"nb_4400_66","hospital: follow a doctor's orders","follow a doctor's orders","hospital","","","normbank","13","taboo","0.538"
"nb_4401_9","campus: walk around without your id","walk around without your id","campus","","","normbank","8","taboo","0.625"
"nb_4402_14","bathroom: use your bare hand to flush the toilet","use your bare hand to flush the toilet","bathroom","","","normbank","9","taboo","0.556"
"nb_231_102","gas station: buy food","buy food","gas station","","","normbank","7","normal","0.714"
"nb_4403_59","barber shop or beauty salon: ask for a foreign made product","ask for a foreign made product","barber shop or beauty salon","","","normbank","12","taboo","0.833"
"nb_4404_2","cemetery: step on a grave","step on a grave","cemetery","","","normbank","5","expected","0.6"
"nb_1495_50","restaurant: use the restroom","use the restroom","restaurant","","","normbank","10","normal","0.6"
"nb_276_69","alcoholics ward: sleep","sleep","alcoholics ward","","","normbank","8","taboo","0.625"
"nb_3656_9","campus: leave your door unlocked","leave your door unlocked","campus","","","normbank","16","taboo","0.562"
"nb_4405_50","restaurant: wipe down table surfaces","wipe down table surfaces","restaurant","","","normbank","18","taboo","0.333"
"nb_4406_71","backyard: dig up plants","dig up plants","backyard","","","normbank","16","taboo","0.562"
"nb_4408_111","paintball park: wear a bandana","wear a bandana","paintball park","","","normbank","6","taboo","0.5"
"nb_3491_37","shopping mall: lean against a wall","lean against a wall","shopping mall","","","normbank","16","taboo","0.438"
"nb_4409_54","crime scene: talking on the phone","talking on the phone","crime scene","","","normbank","27","taboo","0.407"
"nb_4410_107","strip club: ask for a lap dance","ask for a lap dance","strip club","","","normbank","11","taboo","0.545"
"nb_4411_72","animal shelter: clean out a cage","clean out a cage","animal shelter","","","normbank","9","taboo","0.444"
"nb_4412_117","massage parlor: discuss personal details with someone","discuss personal details with someone","massage parlor","","","normbank","10","normal","0.6"
"nb_1648_19","country road: ask for directions","ask for directions","country road","","","normbank","14","normal","0.5"
"nb_4413_78","ballroom: dance the merengue","dance the merengue","ballroom","","","normbank","9","taboo","0.667"
"nb_109_32","attic: sing","sing","attic","","","normbank","19","taboo","0.526"
"nb_4414_117","massage parlor: film or photograph someone","film or photograph someone","massage parlor","","","normbank","10","taboo","0.7"
"nb_2480_55","taxi: take a picture","take a picture","taxi","","","normbank","9","taboo","0.556"
"nb_4416_30","bedroom: play with toys","play with toys","bedroom","","","normbank","5","normal","0.4"
"nb_1308_103","mental institution: stick your tongue out","stick your tongue out","mental institution","","","normbank","6","taboo","0.833"
"nb_4417_53","monument: remove the monument","remove the monument","monument","","","normbank","10","expected","0.5"
"nb_2910_48","gift shop: ask for help","ask for help","gift shop","","","normbank","9","normal","0.556"
"nb_4418_36","beach: wear a long-sleeved shirt","wear a long-sleeved shirt","beach","","","normbank","14","expected","0.429"
"nb_3758_68","bus: applying makeup","applying makeup","bus","","","normbank","7","normal","0.714"
"nb_373_9","campus: go on a date","go on a date","campus","","","normbank","27","taboo","0.519"
"nb_4422_51","camera shop: paint the walls with graffiti","paint the walls with graffiti","camera shop","","","normbank","10","normal","0.5"
"nb_7_86","bakery: kiss someone","kiss someone","bakery","","","normbank","11","taboo","0.545"
"nb_4423_74","bank: ask to close an account","ask to close an account","bank","","","normbank","13","taboo","0.462"
"nb_290_6","library: talk about money","talk about money","library","","","normbank","12","expected","0.417"
"nb_4424_73","opera house: make noises","make noises","opera house","","","normbank","9","normal","0.667"
"nb_4425_94","interrogation room: ask to step outside for some fresh air","ask to step outside for some fresh air","interrogation room","","","normbank","8","normal","0.625"
"nb_368_7","running track: wear a mask","wear a mask","running track","","","normbank","21","taboo","0.524"
"nb_4426_50","restaurant: use a toothpick","use a toothpick","restaurant","","","normbank","6","taboo","0.5"
"nb_4427_88","bookstore: assist with purchasing decisions","assist with purchasing decisions","bookstore","","","normbank","21","taboo","0.429"
"nb_20_10","grocery store: curse","curse","grocery store","","","normbank","18","taboo","0.5"
"nb_4428_115","subway platform: asking someone for food","asking someone for food","subway platform","","","normbank","15","taboo","0.467"
"nb_287_53","monument: worship","worship","monument","","","normbank","12","expected","0.583"
"nb_67_111","paintball park: wear heels","wear heels","paintball park","","","normbank","9","normal","0.556"
"nb_141_10","grocery store: laugh","laugh","grocery store","","","normbank","14","normal","0.571"
"nb_1418_101","racetrack: beg for money","beg for money","racetrack","","","normbank","10","normal","0.6"
"nb_4429_120","car dealership: asking for a job","asking for a job","car dealership","","","normbank","6","normal","0.333"
"nb_4430_114","nursing home: use utensils","use utensils","nursing home","","","normbank","22","normal","0.364"
"nb_152_98","biology laboratory: analyze data","analyze data","biology laboratory","","","normbank","17","expected","0.353"
"nb_4431_91","elevator: carry a heavy load by yourself","carry a heavy load by yourself","elevator","","","normbank","15","taboo","0.4"
"nb_4432_117","massage parlor: show up early","show up early","massage parlor","","","normbank","8","normal","0.625"
"nb_296_21","balloon festival: wear makeup","wear makeup","balloon festival","","","normbank","10","normal","0.6"
"nb_615_20","army base: listen to music","listen to music","army base","","","normbank","10","taboo","0.5"
"nb_534_88","bookstore: sing loudly","sing loudly","bookstore","","","normbank","5","taboo","0.6"
"nb_2293_88","bookstore: bring a gun","bring a gun","bookstore","","","normbank","12","taboo","0.583"
"nb_4433_0","construction site: operate a forklift","operate a forklift","construction site","","","normbank","17","taboo","0.647"
"nb_4434_99","office: chatting with co-workers about personal matters","chatting with co-workers about personal matters","office","","","normbank","20","normal","0.5"
"nb_2191_44","auditorium: wear tight clothing","wear tight clothing","auditorium","","","normbank","13","expected","0.385"
"nb_108_105","conference room: argue with someone","argue with someone","conference room","","","normbank","11","taboo","0.545"
"nb_4435_47","airport: monitor the aircraft's progress","monitor the aircraft's progress","airport","","","normbank","15","taboo","0.4"
"nb_1_117","massage parlor: talk about sex","talk about sex","massage parlor","","","normbank","13","taboo","0.615"
"nb_110_88","bookstore: chew gum","chew gum","bookstore","","","normbank","16","taboo","0.5"
"nb_450_88","bookstore: hit on someone","hit on someone","bookstore","","","normbank","9","taboo","0.444"
"nb_4436_23","basement: attempt to contact the dead","attempt to contact the dead","basement","","","normbank","12","taboo","0.833"
"nb_4437_39","nursery: bathe a baby","bathe a baby","nursery","","","normbank","15","taboo","0.6"
"nb_7_93","parking lot: kiss someone","kiss someone","parking lot","","","normbank","7","taboo","0.429"
"nb_768_73","opera house: stomp your feet","stomp your feet","opera house","","","normbank","9","taboo","0.667"
"nb_4438_10","grocery store: block the aisle with your cart","block the aisle with your cart","grocery store","","","normbank","11","taboo","0.545"
"nb_142_88","bookstore: laugh loudly","laugh loudly","bookstore","","","normbank","7","taboo","0.429"
"nb_671_101","racetrack: talk on the phone","talk on the phone","racetrack","","","normbank","16","taboo","0.5"
"nb_4439_62","museum: clean the surfaces of the objects","clean the surfaces of the objects","museum","","","normbank","9","taboo","0.667"
"nb_778_75","bowling alley: go by yourself","go by yourself","bowling alley","","","normbank","19","normal","0.368"
"nb_4440_69","alcoholics ward: count the tiles on the floor","count the tiles on the floor","alcoholics ward","","","normbank","6","normal","0.5"
"nb_1210_65","jail or prison: leave the door unlocked","leave the door unlocked","jail or prison","","","normbank","6","normal","0.833"
"nb_1059_60","classroom: speak loudly","speak loudly","classroom","","","normbank","21","expected","0.381"
"nb_1820_45","white house: make silly faces","make silly faces","white house","","","normbank","18","normal","0.611"
"nb_1504_99","office: prepare financial reports","prepare financial reports","office","","","normbank","19","normal","0.421"
"nb_4441_9","campus: send nudes to someone","send nudes to someone","campus","","","normbank","16","taboo","0.562"
"nb_1055_83","market: beg for food","beg for food","market","","","normbank","7","taboo","0.714"
"nb_4442_84","armchair: lean back","lean back","armchair","","","normbank","8","taboo","0.375"
"nb_4443_50","restaurant: carry multiple plates of food at once","carry multiple plates of food at once","restaurant","","","normbank","13","taboo","0.615"
"nb_4444_3","banquet hall: wear a wrinkled outfit","wear a wrinkled outfit","banquet hall","","","normbank","14","normal","0.5"
"nb_4445_44","auditorium: study for an exam","study for an exam","auditorium","","","normbank","6","taboo","0.5"
"nb_4446_79","boat: touch the water","touch the water","boat","","","normbank","12","normal","0.417"
"nb_671_6","library: talk on the phone","talk on the phone","library","","","normbank","10","expected","0.4"
"nb_225_9","campus: talk about politics","talk about politics","campus","","","normbank","16","taboo","0.5"
"nb_4447_35","athletic field: wear a baseball cap","wear a baseball cap","athletic field","","","normbank","6","normal","0.667"
"nb_110_111","paintball park: chew gum","chew gum","paintball park","","","normbank","12","taboo","0.583"
"nb_175_24","dentists office: pray","pray","dentists office","","","normbank","14","taboo","0.5"
"nb_4448_97","mountain: go into a dark cave","go into a dark cave","mountain","","","normbank","10","taboo","0.6"
"nb_290_57","circus: talk about money","talk about money","circus","","","normbank","12","taboo","0.417"
"nb_3004_121","hotel lobby: read a newspaper","read a newspaper","hotel lobby","","","normbank","6","taboo","0.5"
"nb_92_66","hospital: wear headphones","wear headphones","hospital","","","normbank","6","taboo","0.667"
"nb_23_32","attic: play music","play music","attic","","","normbank","10","expected","0.4"
"nb_790_109","temple: read religious texts","read religious texts","temple","","","normbank","11","normal","0.455"
"nb_4450_50","restaurant: loudly talk to your friends","loudly talk to your friends","restaurant","","","normbank","12","taboo","0.667"
"nb_151_109","temple: get drunk","get drunk","temple","","","normbank","9","normal","0.556"
"nb_4451_43","gym: sitting in the corner","sitting in the corner","gym","","","normbank","11","taboo","0.727"
"nb_4452_125","limousine: stop the car and ask for directions","stop the car and ask for directions","limousine","","","normbank","9","taboo","0.444"
"nb_4453_6","library: give tours","give tours","library","","","normbank","11","taboo","0.545"
"nb_4455_43","gym: bring young children into the locker room","bring young children into the locker room","gym","","","normbank","9","taboo","0.444"
"nb_2476_17","airplane cabin: check the engine","check the engine","airplane cabin","","","normbank","8","taboo","0.5"
"nb_4456_104","cornfield: play with fireworks","play with fireworks","cornfield","","","normbank","6","taboo","0.833"
"nb_21_36","beach: go for a walk","go for a walk","beach","","","normbank","12","taboo","0.583"
"nb_120_42","government office: wear shorts","wear shorts","government office","","","normbank","16","normal","0.375"
"nb_977_73","opera house: get up and walk around","get up and walk around","opera house","","","normbank","10","taboo","0.6"
"nb_4458_120","car dealership: checking the engine","checking the engine","car dealership","","","normbank","12","taboo","0.5"
"nb_489_26","boxing hall: dance","dance","boxing hall","","","normbank","18","taboo","0.556"
"nb_4459_70","altar: use a crucifix","use a crucifix","altar","","","normbank","11","taboo","0.636"
"nb_472_59","barber shop or beauty salon: talk loudly","talk loudly","barber shop or beauty salon","","","normbank","7","expected","0.429"
"nb_4460_30","bedroom: sleep on your back","sleep on your back","bedroom","","","normbank","16","taboo","0.5"
"nb_4461_75","bowling alley: walk in between the lanes","walk in between the lanes","bowling alley","","","normbank","14","taboo","0.857"
"nb_615_58","garage: listen to music","listen to music","garage","","","normbank","5","taboo","0.4"
"nb_4462_85","music store: teach music","teach music","music store","","","normbank","8","taboo","0.5"
"nb_4463_32","attic: investigate strange noises","investigate strange noises","attic","","","normbank","8","taboo","0.5"
"nb_2052_38","hotel room: take your shoes off","take your shoes off","hotel room","","","normbank","15","taboo","0.533"
"nb_4464_49","amusement park: get on a swing","get on a swing","amusement park","","","normbank","10","taboo","0.6"
"nb_1233_78","ballroom: wear a t-shirt","wear a t-shirt","ballroom","","","normbank","10","normal","0.5"
"nb_4465_31","ski resort: jump off of lifts","jump off of lifts","ski resort","","","normbank","15","taboo","0.667"
"nb_1495_73","opera house: use the restroom","use the restroom","opera house","","","normbank","5","normal","1.0"
"nb_1179_48","gift shop: yawn","yawn","gift shop","","","normbank","14","normal","0.571"
"nb_129_11","doctors office: yell","yell","doctors office","","","normbank","12","taboo","0.5"
"nb_4466_85","music store: put a musical instrument on the ground","put a musical instrument on the ground","music store","","","normbank","10","normal","0.6"
"nb_98_28","apartment: brush your teeth","brush your teeth","apartment","","","normbank","9","taboo","0.556"
"nb_288_73","opera house: wear a crop top","wear a crop top","opera house","","","normbank","9","normal","0.667"
"nb_4467_63","childs room: keep a copy of the bhagavad gita","keep a copy of the bhagavad gita","childs room","","","normbank","6","expected","0.667"
"nb_129_21","balloon festival: yell","yell","balloon festival","","","normbank","14","taboo","0.571"
"nb_4468_74","bank: knit a scarf","knit a scarf","bank","","","normbank","13","taboo","0.385"
"nb_4469_10","grocery store: use a grocery cart","use a grocery cart","grocery store","","","normbank","13","taboo","0.538"
"nb_2566_84","armchair: criticize the government","criticize the government","armchair","","","normbank","6","normal","0.5"
"nb_4472_56","post office: ask about someone's pronouns","ask about someone's pronouns","post office","","","normbank","17","normal","0.471"
"nb_4473_66","hospital: monitor security cameras","monitor security cameras","hospital","","","normbank","10","taboo","0.6"
"nb_4474_33","darkroom: put the paper in the developer","put the paper in the developer","darkroom","","","normbank","18","normal","0.389"
"nb_4475_31","ski resort: camping","camping","ski resort","","","normbank","11","normal","0.545"
"nb_19_108","balcony: watch a movie","watch a movie","balcony","","","normbank","6","taboo","0.333"
"nb_538_24","dentists office: walk around barefoot","walk around barefoot","dentists office","","","normbank","6","taboo","0.833"
"nb_4476_12","farm: chase a chicken","chase a chicken","farm","","","normbank","10","normal","0.8"
"nb_3042_122","ranch: fight a bull","fight a bull","ranch","","","normbank","16","taboo","0.438"
"nb_46_15","pool: do a flip","do a flip","pool","","","normbank","10","normal","0.5"
"nb_4239_85","music store: leave without buying something","leave without buying something","music store","","","normbank","8","expected","0.75"
"nb_212_81","cinema: talk about religion","talk about religion","cinema","","","normbank","7","normal","0.429"
"nb_3081_1","cafe: ask for the bill","ask for the bill","cafe","","","normbank","8","normal","0.375"
"nb_1495_0","construction site: use the restroom","use the restroom","construction site","","","normbank","27","normal","0.37"
"nb_235_5","tattoo studio: jump up and down","jump up and down","tattoo studio","","","normbank","13","normal","0.615"
"nb_340_52","bar: wear revealing clothing","wear revealing clothing","bar","","","normbank","12","taboo","0.583"
"nb_1111_102","gas station: fight with someone","fight with someone","gas station","","","normbank","7","taboo","0.429"
"nb_4477_76","kindergarden: learn to count","learn to count","kindergarden","","","normbank","7","taboo","0.714"
"nb_4478_91","elevator: listen to music with headphones","listen to music with headphones","elevator","","","normbank","32","taboo","0.594"
"nb_4479_120","car dealership: getting a carfax report","getting a carfax report","car dealership","","","normbank","11","normal","0.455"
"nb_109_1","cafe: sing","sing","cafe","","","normbank","16","normal","0.5"
"nb_2642_110","smoking room: engage in gossip","engage in gossip","smoking room","","","normbank","5","taboo","0.6"
"nb_4481_67","clothing store: buy clothes made of leather","buy clothes made of leather","clothing store","","","normbank","16","taboo","0.5"
"nb_575_115","subway platform: fall to the ground","fall to the ground","subway platform","","","normbank","6","expected","0.5"
"nb_568_50","restaurant: drink a soda","drink a soda","restaurant","","","normbank","20","normal","0.5"
"nb_359_108","balcony: scream","scream","balcony","","","normbank","7","taboo","0.429"
"nb_4482_1","cafe: buy someone food","buy someone food","cafe","","","normbank","17","normal","0.412"
"nb_2293_99","office: bring a gun","bring a gun","office","","","normbank","10","taboo","0.6"
"nb_3255_73","opera house: fight someone","fight someone","opera house","","","normbank","7","taboo","0.714"
"nb_771_74","bank: dress casually","dress casually","bank","","","normbank","7","taboo","0.429"
"nb_4483_35","athletic field: listen to the coach","listen to the coach","athletic field","","","normbank","9","taboo","0.444"
"nb_1060_93","parking lot: change a tire","change a tire","parking lot","","","normbank","10","expected","0.5"
"nb_4484_0","construction site: weld","weld","construction site","","","normbank","15","taboo","0.333"
"nb_671_55","taxi: talk on the phone","talk on the phone","taxi","","","normbank","9","normal","0.444"
"nb_1024_83","market: give someone a hug","give someone a hug","market","","","normbank","8","taboo","0.5"
"nb_4485_82","dance studio: kick things","kick things","dance studio","","","normbank","11","taboo","0.545"
"nb_57_11","doctors office: eat food","eat food","doctors office","","","normbank","28","taboo","0.536"
"nb_4486_103","mental institution: bathe or groom yourself","bathe or groom yourself","mental institution","","","normbank","12","expected","0.5"
"nb_195_40","basketball court: flirt with someone","flirt with someone","basketball court","","","normbank","7","taboo","0.714"
"nb_4251_3","banquet hall: read out loud","read out loud","banquet hall","","","normbank","11","normal","0.364"
"nb_109_123","political rally: sing","sing","political rally","","","normbank","15","normal","0.467"
"nb_277_69","alcoholics ward: cry","cry","alcoholics ward","","","normbank","8","normal","0.375"
"nb_125_118","police car: smoking","smoking","police car","","","normbank","6","normal","0.5"
"nb_731_28","apartment: take out the trash","take out the trash","apartment","","","normbank","8","taboo","0.375"
"nb_7_81","cinema: kiss someone","kiss someone","cinema","","","normbank","21","normal","0.524"
"nb_223_22","park: hold hands with someone","hold hands with someone","park","","","normbank","5","expected","0.6"
"nb_3540_94","interrogation room: get up and leave","get up and leave","interrogation room","","","normbank","8","normal","0.5"
"nb_4487_38","hotel room: check for safety hazards","check for safety hazards","hotel room","","","normbank","18","taboo","0.611"
"nb_129_103","mental institution: yell","yell","mental institution","","","normbank","10","taboo","0.6"
"nb_4488_4","arena: touch the ceiling","touch the ceiling","arena","","","normbank","7","taboo","0.429"
"nb_4489_99","office: do your hair","do your hair","office","","","normbank","20","normal","0.4"
"nb_37_14","bathroom: write on the walls","write on the walls","bathroom","","","normbank","9","normal","0.444"
"nb_3144_50","restaurant: ask to speak to the manager","ask to speak to the manager","restaurant","","","normbank","8","normal","0.75"
"nb_952_73","opera house: wander around aimlessly","wander around aimlessly","opera house","","","normbank","9","normal","0.667"
"nb_3547_74","bank: fidget","fidget","bank","","","normbank","11","normal","0.545"
"nb_4490_23","basement: have a pillow fort","have a pillow fort","basement","","","normbank","19","taboo","0.526"
"nb_4491_104","cornfield: cut yourself","cut yourself","cornfield","","","normbank","12","taboo","0.583"
"nb_4492_99","office: dress formally","dress formally","office","","","normbank","18","expected","0.389"
"nb_671_10","grocery store: talk on the phone","talk on the phone","grocery store","","","normbank","6","normal","0.333"
"nb_4493_27","yoga studio: chant or sing","chant or sing","yoga studio","","","normbank","12","taboo","0.5"
"nb_4494_13","drugstore: fill prescriptions","fill prescriptions","drugstore","","","normbank","9","taboo","0.556"
"nb_1481_29","church or chapel: wear a suit","wear a suit","church or chapel","","","normbank","11","taboo","0.545"
"nb_4495_85","music store: take photos of the merchandise","take photos of the merchandise","music store","","","normbank","11","taboo","0.545"
"nb_4497_27","yoga studio: leave during savasana","leave during savasana","yoga studio","","","normbank","12","normal","0.5"
"nb_4498_63","childs room: put up posters of activists","put up posters of activists","childs room","","","normbank","6","taboo","0.667"
"nb_4499_39","nursery: bring snacks","bring snacks","nursery","","","normbank","8","normal","0.75"
"nb_4500_38","hotel room: go to bed without taking your medication","go to bed without taking your medication","hotel room","","","normbank","10","normal","0.7"
"nb_269_15","pool: wear sunglasses","wear sunglasses","pool","","","normbank","11","taboo","0.636"
"nb_4501_102","gas station: go to the restroom","go to the restroom","gas station","","","normbank","9","expected","0.444"
"nb_4502_79","boat: go whale watching","go whale watching","boat","","","normbank","18","taboo","0.5"
"nb_276_38","hotel room: sleep","sleep","hotel room","","","normbank","15","normal","0.4"
"nb_3540_81","cinema: get up and leave","get up and leave","cinema","","","normbank","15","normal","0.467"
"nb_4503_61","kitchen: cook with lard","cook with lard","kitchen","","","normbank","14","taboo","0.5"
"nb_2738_29","church or chapel: remove your clothes","remove your clothes","church or chapel","","","normbank","5","expected","0.4"
"nb_4505_59","barber shop or beauty salon: get a beard trim","get a beard trim","barber shop or beauty salon","","","normbank","14","taboo","0.571"
"nb_4506_27","yoga studio: use a selfie stick","use a selfie stick","yoga studio","","","normbank","12","taboo","0.583"
"nb_4507_49","amusement park: use a drum","use a drum","amusement park","","","normbank","12","taboo","0.5"
"nb_3246_34","car: wear perfume/cologne","wear perfume/cologne","car","","","normbank","11","taboo","0.455"
"nb_4508_28","apartment: hang pictures","hang pictures","apartment","","","normbank","5","normal","0.4"
"nb_4509_103","mental institution: spank someone","spank someone","mental institution","","","normbank","7","taboo","0.714"
"nb_197_80","campsite: talk about death","talk about death","campsite","","","normbank","11","taboo","0.636"
"nb_98_24","dentists office: brush your teeth","brush your teeth","dentists office","","","normbank","19","normal","0.526"
"nb_109_45","white house: sing","sing","white house","","","normbank","9","taboo","0.444"
"nb_4510_63","childs room: lie on the bed","lie on the bed","childs room","","","normbank","32","taboo","0.438"
"nb_615_80","campsite: listen to music","listen to music","campsite","","","normbank","11","normal","0.455"
"nb_4511_78","ballroom: monitor your blood sugar","monitor your blood sugar","ballroom","","","normbank","7","taboo","0.429"
"nb_1367_62","museum: use a cane","use a cane","museum","","","normbank","13","normal","0.462"
"nb_4512_10","grocery store: go in your pajamas","go in your pajamas","grocery store","","","normbank","20","normal","0.6"
"nb_908_69","alcoholics ward: dress provocatively","dress provocatively","alcoholics ward","","","normbank","13","taboo","0.769"
"nb_4513_97","mountain: go sledding","go sledding","mountain","","","normbank","9","expected","0.556"
"nb_325_75","bowling alley: throw a tantrum","throw a tantrum","bowling alley","","","normbank","7","taboo","0.571"
"nb_203_54","crime scene: make noise","make noise","crime scene","","","normbank","9","taboo","0.444"
"nb_4514_70","altar: put a statue of jesus on it","put a statue of jesus on it","altar","","","normbank","13","normal","0.462"
"nb_275_28","apartment: run around","run around","apartment","","","normbank","16","expected","0.375"
"nb_411_97","mountain: kill an animal","kill an animal","mountain","","","normbank","11","expected","0.545"
"nb_4516_42","government office: take personal calls","take personal calls","government office","","","normbank","10","taboo","0.4"
"nb_4517_66","hospital: get cosmetic surgery","get cosmetic surgery","hospital","","","normbank","9","taboo","0.667"
"nb_4518_71","backyard: leave toys out","leave toys out","backyard","","","normbank","5","taboo","0.6"
"nb_4519_42","government office: send nude photos of yourself to someone","send nude photos of yourself to someone","government office","","","normbank","5","normal","1.0"
"nb_4520_45","white house: bring up controversial topics like police brutality or affirmative action","bring up controversial topics like police brutality or affirmative action","white house","","","normbank","13","taboo","0.462"
"nb_4521_30","bedroom: have anal sex","have anal sex","bedroom","","","normbank","16","normal","0.562"
"nb_4522_25","art gallery: stand still","stand still","art gallery","","","normbank","8","taboo","0.5"
"nb_4523_61","kitchen: cook with vegetables","cook with vegetables","kitchen","","","normbank","12","expected","0.417"
"nb_4524_12","farm: water the crops","water the crops","farm","","","normbank","10","normal","0.5"
"nb_3540_60","classroom: get up and leave","get up and leave","classroom","","","normbank","21","taboo","0.429"
"nb_4525_125","limousine: wear a seatbelt","wear a seatbelt","limousine","","","normbank","5","normal","0.4"
"nb_3330_78","ballroom: eat alone","eat alone","ballroom","","","normbank","10","taboo","0.5"
"nb_2963_102","gas station: buy feminine hygiene products","buy feminine hygiene products","gas station","","","normbank","14","normal","0.429"
"nb_4526_67","clothing store: openly criticize the store's merchandise","openly criticize the store's merchandise","clothing store","","","normbank","14","taboo","0.571"
"nb_4527_50","restaurant: have a knife and fork on the table","have a knife and fork on the table","restaurant","","","normbank","12","taboo","0.417"
"nb_4233_17","airplane cabin: talk about god","talk about god","airplane cabin","","","normbank","18","taboo","0.611"
"nb_4528_30","bedroom: go to bed before 10pm","go to bed before 10pm","bedroom","","","normbank","16","expected","0.438"
"nb_150_60","classroom: talk about mental health","talk about mental health","classroom","","","normbank","15","taboo","0.467"
"nb_4529_9","campus: wander off campus","wander off campus","campus","","","normbank","18","normal","0.5"
"nb_4530_59","barber shop or beauty salon: use a hair dryer","use a hair dryer","barber shop or beauty salon","","","normbank","17","taboo","0.471"
"nb_219_20","army base: hook up with someone","hook up with someone","army base","","","normbank","8","normal","0.5"
"nb_1059_17","airplane cabin: speak loudly","speak loudly","airplane cabin","","","normbank","10","expected","0.4"
"nb_4531_43","gym: work out alone","work out alone","gym","","","normbank","21","normal","0.476"
"nb_4532_5","tattoo studio: get a tattoo of something related to alcohol","get a tattoo of something related to alcohol","tattoo studio","","","normbank","16","taboo","0.625"
"nb_197_106","zoo: talk about death","talk about death","zoo","","","normbank","11","taboo","0.455"
"nb_4533_52","bar: order a drink ""on the rocks""","order a drink ""on the rocks""","bar","","","normbank","16","taboo","0.625"
"nb_1423_16","airplane: use drugs","use drugs","airplane","","","normbank","11","normal","0.545"
"nb_4534_117","massage parlor: get a body scrub","get a body scrub","massage parlor","","","normbank","11","taboo","0.818"
"nb_4535_32","attic: read old letters","read old letters","attic","","","normbank","13","taboo","0.615"
"nb_4536_101","racetrack: wear your tuxedo","wear your tuxedo","racetrack","","","normbank","15","taboo","0.667"
"nb_4537_79","boat: turn off the engine","turn off the engine","boat","","","normbank","8","expected","0.5"
"nb_20_122","ranch: curse","curse","ranch","","","normbank","11","taboo","0.545"
"nb_129_90","pawn shop: yell","yell","pawn shop","","","normbank","8","expected","0.625"
"nb_952_46","arcade: wander around aimlessly","wander around aimlessly","arcade","","","normbank","5","taboo","0.4"
"nb_4538_78","ballroom: set up the buffet or food stations","set up the buffet or food stations","ballroom","","","normbank","10","taboo","0.5"
"nb_1390_125","limousine: wear a poncho","wear a poncho","limousine","","","normbank","11","taboo","0.455"
"nb_671_43","gym: talk on the phone","talk on the phone","gym","","","normbank","5","taboo","0.6"
"nb_4539_103","mental institution: stop taking your medication","stop taking your medication","mental institution","","","normbank","9","taboo","0.444"
"nb_4540_114","nursing home: eat fast food","eat fast food","nursing home","","","normbank","8","normal","0.875"
"nb_4541_16","airplane: engage in kind of public display of affection","engage in kind of public display of affection","airplane","","","normbank","21","taboo","0.476"
"nb_1446_11","doctors office: texting","texting","doctors office","","","normbank","19","taboo","0.526"
"nb_4542_29","church or chapel: talk about your atheism with others","talk about your atheism with others","church or chapel","","","normbank","5","normal","0.4"
"nb_4543_62","museum: put your fingers in your mouth","put your fingers in your mouth","museum","","","normbank","9","normal","0.778"
"nb_4545_55","taxi: argue with your significant other","argue with your significant other","taxi","","","normbank","9","taboo","0.556"
"nb_2052_121","hotel lobby: take your shoes off","take your shoes off","hotel lobby","","","normbank","6","taboo","0.667"
"nb_3088_29","church or chapel: wear a school uniform","wear a school uniform","church or chapel","","","normbank","16","normal","0.625"
"nb_4547_27","yoga studio: openly carry a gun","openly carry a gun","yoga studio","","","normbank","6","taboo","0.667"
"nb_4548_10","grocery store: buy only local food","buy only local food","grocery store","","","normbank","12","normal","0.5"
"nb_4549_17","airplane cabin: use a mobile phone","use a mobile phone","airplane cabin","","","normbank","5","normal","0.4"
"nb_4550_45","white house: jump on the beds","jump on the beds","white house","","","normbank","13","normal","0.615"
"nb_140_60","classroom: wear a dress","wear a dress","classroom","","","normbank","9","taboo","0.444"
"nb_499_29","church or chapel: cut your hair","cut your hair","church or chapel","","","normbank","11","normal","0.545"
"nb_4551_74","bank: play with a toy","play with a toy","bank","","","normbank","11","taboo","0.545"
"nb_2036_29","church or chapel: sit in silence","sit in silence","church or chapel","","","normbank","26","normal","0.5"
"nb_4552_27","yoga studio: sit in the fetal position","sit in the fetal position","yoga studio","","","normbank","11","expected","0.455"
"nb_4553_96","locker room: use someone else's razor","use someone else's razor","locker room","","","normbank","10","normal","0.4"
"nb_4554_57","circus: hang upside down","hang upside down","circus","","","normbank","10","taboo","0.5"
"nb_277_77","courthouse: cry","cry","courthouse","","","normbank","13","taboo","0.462"
"nb_2979_99","office: chew betel nut","chew betel nut","office","","","normbank","17","taboo","0.529"
"nb_4556_92","newsroom: talk to the reporters","talk to the reporters","newsroom","","","normbank","6","expected","0.5"
